destino;codigo_aerolinea;id_vuelo;hora_programada;retraso;anio;mes;dia;hora;grados;velocidad_viento;rachas_viento;lluvia;nubes;humedad;presion
Amsterdam;KL;KL 1700;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Amsterdam;CZ;CZ 7716;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Amsterdam;DL;DL 9501;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Amsterdam;GA;GA 9014;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Amsterdam;MF;MF 9358;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Puerto del Rosario;FR;FR 5468;11.00;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Ibiza;VY;VY 3419;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Ibiza;IB;IB 5408;11.00;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lima;PU;PU 301;11.00;Si;2019;11;8;11.00;8;20;31;0;40;55;7
London;U2;U2 2202;11.10;No;2019;11;8;11.00;8;20;31;0;40;55;7
Beijing;CA;CA 908;11.10;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tunis;TU;TU 607;11.10;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Newark;UA;UA 50;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Newark;AC;AC 5855;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Newark;LH;LH 7971;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Newark;LX;LX 3068;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Las Palmas;I2;I2 3822;11.15;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Las Palmas;AA;AA 8692;11.15;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Las Palmas;IB;IB 3822;11.15;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Melilla;IB;IB 8290;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Melilla;QR;QR 6591;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tangier;YW;YW 8796;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tangier;AA;AA 8520;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tangier;BA;BA 7270;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tangier;IB;IB 8796;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Chalons-en-Champagne;YW;YW 8676;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Chalons-en-Champagne;IB;IB 8676;11.15;No;2019;11;8;11.00;8;20;31;0;40;55;7
Moscow;SU;SU 2501;11.20;No;2019;11;8;11.00;8;20;31;0;40;55;7
Moscow;AR;AR 7382;11.20;No;2019;11;8;11.00;8;20;31;0;40;55;7
Moscow;UX;UX 3285;11.20;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lanzarote;I2;I2 3856;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lanzarote;AA;AA 8770;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lanzarote;BA;BA 7226;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lanzarote;IB;IB 3856;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Brussels;IB;IB 3210;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Brussels;AA;AA 8788;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Brussels;AY;AY 5626;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Brussels;BT;BT 5136;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;AZ;AZ 61;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;AR;AR 7206;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;EY;EY 2955;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;FB;FB 1724;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;JU;JU 7287;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;KE;KE 6302;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;MU;MU 8198;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;SV;SV 6242;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;UX;UX 3117;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Rome;IB;IB 3232;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
La Coruna;IB;IB 512;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
La Coruna;AA;AA 8717;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
La Coruna;AV;AV 6038;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
La Coruna;BA;BA 7104;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
La Coruna;QR;QR 6890;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lisbon;IB;IB 3110;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lisbon;AA;AA 8695;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Lisbon;QR;QR 6874;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Palma Mallorca;I2;I2 3914;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Palma Mallorca;IB;IB 3914;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Toulouse;YW;YW 8738;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Toulouse;AA;AA 8536;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Toulouse;IB;IB 8738;11.25;No;2019;11;8;11.00;8;20;31;0;40;55;7
Barcelona;IB;IB 1130;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Barcelona;AA;AA 8693;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Puerto del Rosario;I2;I2 3906;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Puerto del Rosario;IB;IB 3906;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Geneva;IB;IB 3490;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Geneva;AA;AA 8678;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;I2;I2 3946;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;AA;AA 8658;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;BA;BA 7090;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;IB;IB 3946;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;QR;QR 6546;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;I2;I2 3910;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;AA;AA 8706;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;IB;IB 3910;11.30;No;2019;11;8;11.00;8;20;31;0;40;55;7
Porto;IB;IB 3092;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Porto;AA;AA 8795;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Porto;BA;BA 7100;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Porto;QR;QR 6900;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Chicago;IB;IB 6275;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Chicago;AA;AA 8654;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Chicago;AY;AY 5659;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Chicago;BA;BA 4271;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
San Jose;IB;IB 6317;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
San Jose;BA;BA 4217;11.35;No;2019;11;8;11.00;8;20;31;0;40;55;7
Algiers;YW;YW 8804;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Algiers;IB;IB 8804;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Copenhagen;I2;I2 3730;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Copenhagen;IB;IB 3730;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Asturias;IB;IB 488;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Asturias;AA;AA 8715;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Asturias;AV;AV 6054;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Asturias;BA;BA 7172;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Asturias;QR;QR 6896;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santiago De Compostela;I2;I2 3874;11.40;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santiago De Compostela;AA;AA 8844;11.40;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santiago De Compostela;AV;AV 6124;11.40;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santiago De Compostela;BA;BA 7130;11.40;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santiago De Compostela;IB;IB 3874;11.40;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santander;IB;IB 554;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santander;AA;AA 8836;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santander;BA;BA 7214;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santander;QR;QR 6539;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Vigo;IB;IB 532;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Vigo;AA;AA 8711;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Vigo;AV;AV 6088;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Vigo;BA;BA 7206;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Vigo;QR;QR 6983;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Jerez De La Frontera;IB;IB 410;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Jerez De La Frontera;AA;AA 8643;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Jerez De La Frontera;QR;QR 6852;11.40;No;2019;11;8;11.00;8;20;31;0;40;55;7
Dublin;EI;EI 593;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Dublin;BA;BA 8959;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Dublin;EY;EY 7946;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santo Domingo;IB;IB 6501;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santo Domingo;BA;BA 4295;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santo Domingo;LY;LY 9213;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santo Domingo;QR;QR 5054;11.45;No;2019;11;8;11.00;8;20;31;0;40;55;7
Santa Cruz De La Palma;I2;I2 3842;11.45;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santa Cruz De La Palma;AA;AA 8683;11.45;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santa Cruz De La Palma;BA;BA 7236;11.45;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Santa Cruz De La Palma;IB;IB 3842;11.45;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Rio De Janeiro;IB;IB 6025;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Rio De Janeiro;BA;BA 4209;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Rio De Janeiro;LA;LA 7123;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Rio De Janeiro;LY;LY 9203;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Rio De Janeiro;QR;QR 5060;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Paris;IB;IB 3406;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Paris;AA;AA 8698;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Panama City;IB;IB 6339;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Panama City;BA;BA 4227;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Panama City;CM;CM 5881;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Panama City;LY;LY 9215;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Panama City;QR;QR 5062;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Sevilla;I2;I2 3950;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Sevilla;IB;IB 3950;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;UX;UX 9118;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;AF;AF 4828;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;DL;DL 6748;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;EY;EY 4398;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;KL;KL 3368;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Tenerife;SU;SU 3683;11.50;No;2019;11;8;11.00;8;20;31;0;40;55;7
Quito;IB;IB 6453;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Quito;LA;LA 5425;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Quito;QR;QR 6878;11.50;Si;2019;11;8;11.00;8;20;31;0;40;55;7
Malaga;YW;YW 8946;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Malaga;AA;AA 8604;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Malaga;IB;IB 8946;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Malaga;QR;QR 6524;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Barcelona;VY;VY 1156;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Barcelona;IB;IB 5868;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Barcelona;LA;LA 5786;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Bilbao;IB;IB 426;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Bilbao;AA;AA 8712;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Bilbao;AV;AV 6032;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Bilbao;BA;BA 7238;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Bilbao;LA;LA 5421;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Bilbao;QR;QR 6965;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Budapest;IB;IB 3278;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Shanghai;IB;IB 6889;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Shanghai;HU;HU 8443;11.55;No;2019;11;8;11.00;8;20;31;0;40;55;7
Alicante;YW;YW 8860;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Alicante;AA;AA 8583;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Alicante;IB;IB 8860;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Alicante;QR;QR 6528;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bogota;IB;IB 6585;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bogota;BA;BA 4231;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bogota;LA;LA 7112;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bogota;LY;LY 9205;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bogota;QR;QR 5050;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Granada;YW;YW 8932;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Granada;AA;AA 8588;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Granada;IB;IB 8932;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Granada;QR;QR 6557;12.00;No;2019;11;8;12.00;10;20;30;0;40;50;7
Munich;LH;LH 1801;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Munich;AC;AC 9425;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Munich;AV;AV 6516;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Munich;OS;OS 7452;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Munich;SK;SK 3341;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Prague;IB;IB 3148;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Prague;AA;AA 8739;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Prague;OK;OK 4705;12.05;No;2019;11;8;12.00;10;20;30;0;40;50;7
Buenos Aires;IB;IB 6845;12.10;No;2019;11;8;12.00;10;20;30;0;40;50;7
Buenos Aires;BA;BA 4255;12.10;No;2019;11;8;12.00;10;20;30;0;40;50;7
Guatemala City;IB;IB 6341;12.10;No;2019;11;8;12.00;10;20;30;0;40;50;7
Lisbon;TP;TP 1025;12.10;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Lisbon;EY;EY 1516;12.10;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Lisbon;LY;LY 9035;12.10;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Lisbon;S4;S4 8034;12.10;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Istanbul;TK;TK 1858;12.15;No;2019;11;8;12.00;10;20;30;0;40;50;7
Istanbul;AV;AV 6610;12.15;No;2019;11;8;12.00;10;20;30;0;40;50;7
Istanbul;HY;HY 7288;12.15;No;2019;11;8;12.00;10;20;30;0;40;50;7
Istanbul;UX;UX 3901;12.15;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bucharest;RO;RO 416;12.15;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bucharest;UX;UX 3703;12.15;No;2019;11;8;12.00;10;20;30;0;40;50;7
Edinburgh;U2;U2 6994;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Menorca;YW;YW 8962;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Menorca;AA;AA 8564;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Menorca;IB;IB 8962;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Menorca;QR;QR 6584;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Miami;IB;IB 6123;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Miami;AA;AA 8637;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Miami;AY;AY 5643;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Miami;BA;BA 4261;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Palma Mallorca;FR;FR 2053;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Santiago;IB;IB 6831;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Santiago;BA;BA 7169;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Santiago;LA;LA 7121;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Santiago;LY;LY 9211;12.20;No;2019;11;8;12.00;10;20;30;0;40;50;7
Tangier;FR;FR 7754;12.25;No;2019;11;8;12.00;10;20;30;0;40;50;7
Algiers;AH;AH 2007;12.30;Si;2019;11;8;12.00;10;20;30;0;40;50;7
New York;IB;IB 6251;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
New York;AA;AA 8645;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
New York;AY;AY 5653;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
New York;BA;BA 4267;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
London;BA;BA 459;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
London;AA;AA 6279;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
London;IB;IB 7461;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
London;JL;JL 7702;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Las Palmas;I2;I2 3830;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Las Palmas;AA;AA 8741;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Las Palmas;BA;BA 7142;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Las Palmas;IB;IB 3830;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Las Palmas;QR;QR 6860;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Tokyo;IB;IB 6801;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Tokyo;JL;JL 7088;12.30;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;AF;AF 1301;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;DL;DL 8561;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;KE;KE 6474;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;KK;KK 7468;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;MK;MK 9421;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;MU;MU 8634;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;UU;UU 8301;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Paris;UX;UX 2228;12.35;No;2019;11;8;12.00;10;20;30;0;40;50;7
Brussels;SN;SN 3722;12.40;No;2019;11;8;12.00;10;20;30;0;40;50;7
Brussels;LH;LH 5661;12.40;No;2019;11;8;12.00;10;20;30;0;40;50;7
Almeria;YW;YW 8918;12.45;No;2019;11;8;12.00;10;20;30;0;40;50;7
Almeria;AA;AA 8502;12.45;No;2019;11;8;12.00;10;20;30;0;40;50;7
Almeria;IB;IB 8918;12.45;No;2019;11;8;12.00;10;20;30;0;40;50;7
Almeria;QR;QR 6572;12.45;No;2019;11;8;12.00;10;20;30;0;40;50;7
London;BA;BA 467;12.50;No;2019;11;8;12.00;10;20;30;0;40;50;7
London;AA;AA 6321;12.50;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bilbao;IB;IB 446;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bilbao;AA;AA 8856;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bilbao;BA;BA 7240;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Bilbao;QR;QR 6534;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Casablanca;AT;AT 973;12.55;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Casablanca;IB;IB 1972;12.55;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;X5;X5 6025;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;AF;AF 4810;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;AZ;AZ 2402;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;DL;DL 6770;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;JU;JU 7404;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;KL;KL 3322;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;SU;SU 3675;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;TK;TK 9392;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Ibiza;UX;UX 6025;12.55;No;2019;11;8;12.00;10;20;30;0;40;50;7
Toronto;AC;AC 837;12.55;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Toronto;LH;LH 6590;12.55;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Toronto;SN;SN 9627;12.55;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Toronto;UA;UA 8355;12.55;Si;2019;11;8;12.00;10;20;30;0;40;50;7
Amsterdam;KL;KL 1702;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;CI;CI 9390;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;CZ;CZ 7640;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;DL;DL 9502;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;EY;EY 7406;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;GA;GA 9227;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;MF;MF 9738;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;MU;MU 1848;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Amsterdam;UX;UX 3763;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Melilla;YW;YW 8292;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Melilla;BA;BA 7200;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Melilla;IB;IB 8292;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Melilla;QR;QR 6592;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Philadelphia;AA;AA 741;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Philadelphia;AY;AY 5680;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Philadelphia;BA;BA 1606;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Philadelphia;IB;IB 4675;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Philadelphia;LY;LY 8141;13.00;No;2019;11;8;13.00;11;19;29;0;40;45;6
Lima;IB;IB 6659;13.05;No;2019;11;8;13.00;11;19;29;0;40;45;6
Lima;BA;BA 7232;13.05;No;2019;11;8;13.00;11;19;29;0;40;45;6
Lima;LA;LA 5392;13.05;No;2019;11;8;13.00;11;19;29;0;40;45;6
Lima;LY;LY 9219;13.05;No;2019;11;8;13.00;11;19;29;0;40;45;6
Lima;QR;QR 5070;13.05;No;2019;11;8;13.00;11;19;29;0;40;45;6
London;FR;FR 5995;13.05;No;2019;11;8;13.00;11;19;29;0;40;45;6
Barcelona;IB;IB 1316;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Kiev/Kyiv;FR;FR 6420;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Mexico City;IB;IB 6403;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Mexico City;AY;AY 5552;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Mexico City;BA;BA 4275;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Mexico City;LY;LY 9233;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Mexico City;QR;QR 5068;13.15;No;2019;11;8;13.00;11;19;29;0;40;45;6
Rome;UX;UX 1045;13.20;Si;2019;11;8;13.00;11;19;29;0;40;45;6
Rome;AZ;AZ 7105;13.20;Si;2019;11;8;13.00;11;19;29;0;40;45;6
Rome;EY;EY 4361;13.20;Si;2019;11;8;13.00;11;19;29;0;40;45;6
Rome;JU;JU 7435;13.20;Si;2019;11;8;13.00;11;19;29;0;40;45;6
London;IB;IB 3176;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
London;AA;AA 8817;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
London;BA;BA 7066;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
London;LA;LA 5434;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
Milan;UX;UX 1063;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
Milan;AZ;AZ 7099;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
Milan;EY;EY 4372;13.20;No;2019;11;8;13.00;11;19;29;0;40;45;6
Aswan;UJ;UJ 5431;13.30;No;2019;11;8;13.00;11;19;29;0;40;45;6
