destino;codigo_aerolinea;id_vuelo;hora_programada;retraso;anio;mes;dia;hora;grados;velocidad_viento;rachas_viento;lluvia;nubes;humedad;presion
Palma Mallorca;IB;IB 3912;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Palma Mallorca;LA;LA 7115;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Santiago De Compostela;I2;I2 3878;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Santiago De Compostela;AA;AA 8773;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Santiago De Compostela;BA;BA 7132;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Santiago De Compostela;IB;IB 3878;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Santiago De Compostela;LA;LA 7043;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Jerez De La Frontera;IB;IB 404;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Jerez De La Frontera;AA;AA 8878;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Jerez De La Frontera;BA;BA 7114;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Jerez De La Frontera;LA;LA 7189;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Jerez De La Frontera;QR;QR 6850;15.45;No;2019;11;9;15.00;13;19;28;0;80;45;9
Malaga;YW;YW 8948;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Malaga;AA;AA 8622;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Malaga;AV;AV 6102;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Malaga;BA;BA 7126;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Malaga;IB;IB 8948;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Malaga;QR;QR 6525;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Dublin;I2;I2 3790;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Dublin;AA;AA 8743;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Dublin;BA;BA 7276;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Dublin;IB;IB 3790;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
London;IB;IB 3166;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
London;AA;AA 8704;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
London;BA;BA 7058;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
London;JL;JL 7844;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
London;LA;LA 7088;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
London;OB;OB 5104;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Porto;IB;IB 3094;15.50;Si;2019;11;9;15.00;13;19;28;0;80;45;9
Porto;BA;BA 7102;15.50;Si;2019;11;9;15.00;13;19;28;0;80;45;9
Porto;LA;LA 7195;15.50;Si;2019;11;9;15.00;13;19;28;0;80;45;9
Porto;QR;QR 6968;15.50;Si;2019;11;9;15.00;13;19;28;0;80;45;9
Vienna;IB;IB 3122;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Vienna;AA;AA 8737;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Vienna;LA;LA 7187;15.50;No;2019;11;9;15.00;13;19;28;0;80;45;9
Ibiza;I2;I2 3804;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Ibiza;IB;IB 3804;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Lyon;I2;I2 3734;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Lyon;IB;IB 3734;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Punta Cana;E9;E9 801;15.55;Si;2019;11;9;15.00;13;19;28;0;80;45;9
Punta Cana;W2;W2 1701;15.55;Si;2019;11;9;15.00;13;19;28;0;80;45;9
Berlin;I2;I2 3672;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Berlin;IB;IB 3672;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Zurich;IB;IB 3474;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Zurich;AA;AA 8759;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Zurich;LA;LA 7090;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Zurich;OB;OB 5504;15.55;No;2019;11;9;15.00;13;19;28;0;80;45;9
Alicante;YW;YW 8862;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Alicante;AA;AA 8531;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Alicante;AV;AV 6006;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Alicante;IB;IB 8862;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Alicante;QR;QR 6529;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Rome;IB;IB 3236;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Rome;AA;AA 8783;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Rome;IG;IG 9436;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Rome;LA;LA 7095;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Rome;OB;OB 5204;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Granada;YW;YW 8934;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Granada;AA;AA 8591;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Granada;IB;IB 8934;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Granada;QR;QR 6558;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
London;U2;U2 8278;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Santo Domingo;UX;UX 89;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Santo Domingo;EY;EY 4379;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Santo Domingo;TK;TK 9384;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Turin;YW;YW 8770;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Turin;IB;IB 8770;16.00;No;2019;11;9;16.00;13;21;31;0;80;48;9
Brussels;IB;IB 3214;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Brussels;AA;AA 8747;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Brussels;AY;AY 5630;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Brussels;BT;BT 5163;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Brussels;LA;LA 7079;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Sevilla;I2;I2 3952;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Sevilla;IB;IB 3952;16.05;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bologna;YW;YW 8760;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bologna;IB;IB 8760;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Cologne;FR;FR 3017;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Nice;YW;YW 8730;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Nice;IB;IB 8730;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Paris;IB;IB 3444;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Paris;AA;AA 8662;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Paris;AV;AV 6046;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Paris;LA;LA 7100;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Paris;OB;OB 5404;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Pamplona;YW;YW 8848;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Pamplona;AA;AA 8548;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Pamplona;AV;AV 6058;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Pamplona;BA;BA 7218;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Pamplona;IB;IB 8848;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Pamplona;QR;QR 6866;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Marrakech;IB;IB 3342;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Marrakech;AA;AA 8653;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Valencia;YW;YW 8876;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Valencia;AA;AA 8565;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Valencia;AV;AV 6104;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Valencia;HU;HU 8447;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Valencia;IB;IB 8876;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Valencia;QR;QR 6883;16.10;No;2019;11;9;16.00;13;21;31;0;80;48;9
Lisbon;U2;U2 7616;16.15;Si;2019;11;9;16.00;13;21;31;0;80;48;9
Milan;IB;IB 3254;16.15;No;2019;11;9;16.00;13;21;31;0;80;48;9
Milan;AA;AA 8754;16.15;No;2019;11;9;16.00;13;21;31;0;80;48;9
Milan;IG;IG 9254;16.15;No;2019;11;9;16.00;13;21;31;0;80;48;9
Milan;LA;LA 7110;16.15;No;2019;11;9;16.00;13;21;31;0;80;48;9
Milan;OB;OB 5214;16.15;No;2019;11;9;16.00;13;21;31;0;80;48;9
Lisbon;TP;TP 1015;16.20;No;2019;11;9;16.00;13;21;31;0;80;48;9
Lisbon;A3;A3 1765;16.20;No;2019;11;9;16.00;13;21;31;0;80;48;9
Lisbon;S4;S4 8705;16.20;No;2019;11;9;16.00;13;21;31;0;80;48;9
Venice;IB;IB 3244;16.20;No;2019;11;9;16.00;13;21;31;0;80;48;9
Venice;AA;AA 8750;16.20;No;2019;11;9;16.00;13;21;31;0;80;48;9
Venice;LA;LA 5407;16.20;No;2019;11;9;16.00;13;21;31;0;80;48;9
Las Palmas;I2;I2 3838;16.25;No;2019;11;9;16.00;13;21;31;0;80;48;9
Las Palmas;AV;AV 6039;16.25;No;2019;11;9;16.00;13;21;31;0;80;48;9
Las Palmas;BA;BA 7144;16.25;No;2019;11;9;16.00;13;21;31;0;80;48;9
Las Palmas;IB;IB 3838;16.25;No;2019;11;9;16.00;13;21;31;0;80;48;9
Las Palmas;LA;LA 7045;16.25;No;2019;11;9;16.00;13;21;31;0;80;48;9
Lanzarote;FR;FR 2017;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
New York;IB;IB 6253;16.30;Si;2019;11;9;16.00;13;21;31;0;80;48;9
New York;AA;AA 8647;16.30;Si;2019;11;9;16.00;13;21;31;0;80;48;9
New York;AY;AY 5655;16.30;Si;2019;11;9;16.00;13;21;31;0;80;48;9
New York;BA;BA 4269;16.30;Si;2019;11;9;16.00;13;21;31;0;80;48;9
London;IB;IB 3164;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
London;AA;AA 8746;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
London;BA;BA 7056;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
London;LA;LA 7083;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Lisbon;5O;5O 818;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Tenerife;I2;I2 3944;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Tenerife;AA;AA 8780;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Tenerife;AV;AV 6132;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Tenerife;BA;BA 7094;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Tenerife;IB;IB 3944;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Tenerife;LA;LA 7049;16.30;No;2019;11;9;16.00;13;21;31;0;80;48;9
Dusseldorf;IB;IB 3132;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Dusseldorf;AA;AA 8829;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Almeria;YW;YW 8920;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Almeria;IB;IB 8920;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Almeria;QR;QR 6573;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Munich;IB;IB 3192;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Munich;AA;AA 8819;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Munich;LA;LA 5398;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Munich;OB;OB 5314;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Porto;WI;WI 1003;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Porto;TP;TP 1003;16.40;No;2019;11;9;16.00;13;21;31;0;80;48;9
Amsterdam;KL;KL 1704;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Amsterdam;G3;G3 5641;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Amsterdam;GA;GA 9209;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Amsterdam;KQ;KQ 1704;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Amsterdam;MF;MF 9740;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Casablanca;YW;YW 8794;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Casablanca;AA;AA 8567;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Casablanca;IB;IB 8794;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Guayaquil;XL;XL 1441;16.50;Si;2019;11;9;16.00;13;21;31;0;80;48;9
Guayaquil;IB;IB 7250;16.50;Si;2019;11;9;16.00;13;21;31;0;80;48;9
Guayaquil;LA;LA 1441;16.50;Si;2019;11;9;16.00;13;21;31;0;80;48;9
Miami;IB;IB 6117;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Miami;AA;AA 8635;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Miami;AY;AY 5641;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Miami;BA;BA 7259;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Marseille;YW;YW 8750;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Marseille;IB;IB 8750;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Nantes;YW;YW 8690;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Nantes;IB;IB 8690;16.50;No;2019;11;9;16.00;13;21;31;0;80;48;9
Barcelona;VY;VY 1656;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Barcelona;IB;IB 5869;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bogota;IB;IB 6587;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bogota;BA;BA 7234;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bogota;LA;LA 5395;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bogota;LY;LY 9223;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Bogota;QR;QR 6535;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;LH;LH 1115;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;AV;AV 6508;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;ET;ET 1589;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;NH;NH 6140;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;OS;OS 7460;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;SA;SA 7527;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;SK;SK 3136;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Frankfurt;SQ;SQ 2095;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Punta Cana;UX;UX 33;16.55;No;2019;11;9;16.00;13;21;31;0;80;48;9
Havana;IB;IB 6621;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Havana;BA;BA 4213;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;X5;X5 6079;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;AF;AF 4836;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;AM;AM 6813;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;AZ;AZ 2446;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;KL;KL 3317;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;ME;ME 2079;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;SV;SV 6128;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;UX;UX 6079;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Tel Aviv-Yafo;IB;IB 3316;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Tel Aviv-Yafo;LY;LY 8396;17.00;No;2019;11;9;17.00;13;20;30;3;80;54;8
Sofia;FB;FB 472;17.15;Si;2019;11;9;17.00;13;20;30;3;80;54;8
Sofia;IB;IB 2386;17.15;Si;2019;11;9;17.00;13;20;30;3;80;54;8
Paris;UX;UX 1025;17.20;No;2019;11;9;17.00;13;20;30;3;80;54;8
Paris;AF;AF 4795;17.20;No;2019;11;9;17.00;13;20;30;3;80;54;8
Paris;AM;AM 6936;17.20;No;2019;11;9;17.00;13;20;30;3;80;54;8
Florence;IB;IB 3334;17.25;No;2019;11;9;17.00;13;20;30;3;80;54;8
Florence;LA;LA 7191;17.25;No;2019;11;9;17.00;13;20;30;3;80;54;8
Las Palmas;FR;FR 2031;17.30;No;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;AZ;AZ 63;17.35;No;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;AR;AR 7205;17.35;No;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;EY;EY 2863;17.35;No;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;JU;JU 7241;17.35;No;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;KE;KE 6282;17.35;No;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;UX;UX 3119;17.35;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;I2;I2 3922;17.40;No;2019;11;9;17.00;13;20;30;3;80;54;8
Palma Mallorca;IB;IB 3922;17.40;No;2019;11;9;17.00;13;20;30;3;80;54;8
London;BA;BA 461;17.45;Si;2019;11;9;17.00;13;20;30;3;80;54;8
London;AA;AA 6281;17.45;Si;2019;11;9;17.00;13;20;30;3;80;54;8
London;IB;IB 7463;17.45;Si;2019;11;9;17.00;13;20;30;3;80;54;8
London;LA;LA 5481;17.45;Si;2019;11;9;17.00;13;20;30;3;80;54;8
Manchester;FR;FR 3186;17.45;No;2019;11;9;17.00;13;20;30;3;80;54;8
Marrakech;FR;FR 7752;17.50;Si;2019;11;9;17.00;13;20;30;3;80;54;8
Rome;FR;FR 9686;17.55;No;2019;11;9;17.00;13;20;30;3;80;54;8
Barcelona;IB;IB 1800;18.00;No;2019;11;9;18.00;12;19;29;3;80;59;9
Dakar;IB;IB 3328;18.00;No;2019;11;9;18.00;12;19;29;3;80;59;9
Dakar;AA;AA 8806;18.00;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;I2;I2 3740;18.05;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;IB;IB 3740;18.05;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;AF;AF 1801;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;AR;AR 7832;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;CZ;CZ 7463;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;G3;G3 5261;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;KE;KE 6378;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;KK;KK 7474;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;KQ;KQ 3185;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;MK;MK 9561;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;UU;UU 8801;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;UX;UX 2234;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Istanbul;TK;TK 1860;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Istanbul;AV;AV 6612;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Istanbul;NZ;NZ 4860;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Istanbul;UX;UX 3903;18.15;No;2019;11;9;18.00;12;19;29;3;80;59;9
Paris;FR;FR 5444;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
London;I2;I2 3718;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
London;BA;BA 7288;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
London;IB;IB 3718;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
London;LA;LA 5474;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
Tenerife;AF;AF 4830;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
Tenerife;AM;AM 6822;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
Tenerife;AZ;AZ 2456;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
Tenerife;KL;KL 3378;18.25;No;2019;11;9;18.00;12;19;29;3;80;59;9
Sevilla;WT;WT 5057;18.35;Si;2019;11;9;18.00;12;19;29;3;80;59;9
Sevilla;AM;AM 6886;18.35;Si;2019;11;9;18.00;12;19;29;3;80;59;9
Sevilla;UX;UX 5057;18.35;Si;2019;11;9;18.00;12;19;29;3;80;59;9
Casablanca;AT;AT 971;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
Casablanca;IB;IB 1970;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
La Coruna;X5;X5 7237;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
La Coruna;AM;AM 6961;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
La Coruna;AR;AR 7348;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
La Coruna;KL;KL 3366;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
La Coruna;UX;UX 7237;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;X5;X5 1157;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;AM;AM 6945;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;AR;AR 7344;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;UX;UX 1157;18.40;No;2019;11;9;18.00;12;19;29;3;80;59;9
San Sebastian;YW;YW 8842;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
San Sebastian;AV;AV 6070;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
San Sebastian;IB;IB 8842;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
San Sebastian;QR;QR 6545;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Milan;IB;IB 3264;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Asturias;WT;WT 7407;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Asturias;UX;UX 7407;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;X5;X5 7306;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;AF;AF 4799;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;AM;AM 6815;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;AR;AR 7350;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;AZ;AZ 2460;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;KL;KL 3343;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Vigo;UX;UX 7306;18.45;No;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;TP;TP 1021;18.50;Si;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;MS;MS 9421;18.50;Si;2019;11;9;18.00;12;19;29;3;80;59;9
Lisbon;S4;S4 8693;18.50;Si;2019;11;9;18.00;12;19;29;3;80;59;9
Porto;X5;X5 1141;18.55;No;2019;11;9;18.00;12;19;29;3;80;59;9
Porto;UX;UX 1141;18.55;No;2019;11;9;18.00;12;19;29;3;80;59;9
Bilbao;X5;X5 7159;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
Bilbao;AM;AM 6838;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
Bilbao;AR;AR 7346;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
Bilbao;AZ;AZ 2466;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
Bilbao;KL;KL 3323;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
Bilbao;UX;UX 7159;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
New York;LE;LE 7703;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
New York;DY;DY 7703;19.00;No;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;UX;UX 6097;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;AF;AF 4802;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;AM;AM 6814;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;AR;AR 7328;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;AZ;AZ 2448;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;KL;KL 3333;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;TK;TK 9388;19.05;Si;2019;11;9;19.00;11;18;28;3;80;65;9
Prague;FR;FR 2766;19.05;No;2019;11;9;19.00;11;18;28;3;80;65;9
Buenos Aires;AR;AR 1133;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Buenos Aires;EY;EY 5003;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Buenos Aires;KE;KE 6326;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Buenos Aires;LY;LY 8835;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Buenos Aires;SU;SU 4426;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Buenos Aires;UX;UX 3043;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;FR;FR 2061;19.10;No;2019;11;9;19.00;11;18;28;3;80;65;9
Ibiza;UX;UX 6027;19.25;No;2019;11;9;19.00;11;18;28;3;80;65;9
Ibiza;AM;AM 6863;19.25;No;2019;11;9;19.00;11;18;28;3;80;65;9
Ibiza;AZ;AZ 2414;19.25;No;2019;11;9;19.00;11;18;28;3;80;65;9
Ibiza;KL;KL 3329;19.25;No;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;I2;I2 3920;19.35;No;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;BA;BA 7160;19.35;No;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;IB;IB 3920;19.35;No;2019;11;9;19.00;11;18;28;3;80;65;9
Palma Mallorca;LA;LA 5446;19.35;No;2019;11;9;19.00;11;18;28;3;80;65;9
